topico;edicao;ano;cidade_pais;agente_cargo;trecho_curto;trecho_discurso
Empregos;COP26;2021;Glasgow, Escócia;Joaquim Leite, Ministro do Meio Ambiente;(...) nossas energias renováveis contribuem com 84% da nossa matriz elétrica, gerando o recorde de empregos em solar e eólica (...);"Nossa agricultura de baixo carbono já restaurou quase 28 milhões de hectares de pastagens degradadas; temos 16 milhões de hectares de florestas nativas em recuperação; temos o maior programa operacional do mundo de biocombustíveis, nossas energias renováveis contribuem com 84% da nossa matriz elétrica, gerando o recorde de empregos em solar e eólica (...)"
Empregos;COP26;2021;Glasgow, Escócia;Joaquim Leite, Ministro do Meio Ambiente;Há menos de um mês, lançamos as bases do Programa Nacional de Crescimento Verde, para dar prioridade a iniciativas verdes, sejam públicas ou privadas, voltadas à redução de emissões, conservação florestal e uso racional de recursos naturais, dessa maneira contribuindo para a geração de empregos verdes.;Há menos de um mês, lançamos as bases do Programa Nacional de Crescimento Verde, para dar prioridade a iniciativas verdes, sejam públicas ou privadas, voltadas à redução de emissões, conservação florestal e uso racional de recursos naturais, dessa maneira contribuindo para a geração de empregos verdes. O programa já nasce com recursos de bancos federais da ordem de 50 bilhões de dólares.
Empregos;COP26;2021;Glasgow, Escócia;Joaquim Leite, Ministro do Meio Ambiente;Reconhecemos também que onde existe muita floresta também existe muita pobreza. E, para promover o desenvolvimento sustentável da região, criamos o Programa Nacional de Pagamentos por Serviços Ambientais Floresta+, que busca fomentar o mercado de serviços ambientais, reconhecendo e remunerando quem cuida de floresta nativa.;Reconhecemos também que onde existe muita floresta também existe muita pobreza. E, para promover o desenvolvimento sustentável da região, criamos o Programa Nacional de Pagamentos por Serviços Ambientais Floresta+, que busca fomentar o mercado de serviços ambientais, reconhecendo e remunerando quem cuida de floresta nativa.
Empregos;COP26;2021;Glasgow, Escócia;Joaquim Leite, Ministro do Meio Ambiente;É necessário transformar a agenda ambiental em oportunidade de crescimento econômico e geração de empregos verdes.;É necessário transformar a agenda ambiental em oportunidade de crescimento econômico e geração de empregos verdes. A partir de uma visão construtiva, encontraremos o caminho para criar o futuro sustentável que desejamos a todos.
Energia e combustível;COP13;2007;Bali, Indonésia;Celso Amorim, Ministro de Relações Exteriores;A queima de combustíveis fósseis continua sendo, de longe, a maior fonte de gases de efeito estufa.;Embora seja importante, o desmatamento representa apenas uma parte do problema mundial. A queima de combustíveis fósseis continua sendo, de longe, a maior fonte de gases de efeito estufa.
Energia e combustível;COP13;2007;Bali, Indonésia;Celso Amorim, Ministro de Relações Exteriores;O uso do etanol como substituto para a gasolina evitou a emissão de 644 milhões de toneladas de CO2 nos últimos 30 anos. No Brasil, a produção de etanol a partir da cana-de- açúcar reduz as emissões de gases de efeito estufa e é socialmente sustentável. É também eficaz do ponto de vista energético e econômico.;Devemos evoluir para uma economia global de baixa intensidade em carbono. O uso do etanol como substituto para a gasolina evitou a emissão de 644 milhões de toneladas de CO2 nos últimos 30 anos. No Brasil, a produção de etanol a partir da cana-de- açúcar reduz as emissões de gases de efeito estufa e é socialmente sustentável. É também eficaz do ponto de vista energético e econômico.
Energia e combustível;COP13;2007;Bali, Indonésia;Celso Amorim, Ministro de Relações Exteriores;Os biocombustíveis produzidos nos países em desenvolvimento apresentam grande potencial, ainda inexplorado, para reduzir as emissões de gases de efeito estufa No entanto, grandes consumidores de energia no mundo desenvolvido têm colocado todo tipo de barreira aos biocombustíveis dos países em desenvolvimento. Ao mesmo tempo, gastam bilhões de euros e dólares subsidiando seus produtores ineficientes.;Os biocombustíveis produzidos nos países em desenvolvimento apresentam grande potencial, ainda inexplorado, para reduzir as emissões de gases de efeito estufa No entanto, grandes consumidores de energia no mundo desenvolvido têm colocado todo tipo de barreira aos biocombustíveis dos países em desenvolvimento. Ao mesmo tempo, gastam bilhões de euros e dólares subsidiando seus produtores ineficientes.
Energia e combustível;COP22;2016;Marraquexe, Marrocos;José Sarney Filho, Ministro do Meio Ambiente;Temos uma das matrizes energéticas mais limpas do mundo, mas nos comprometemos a aumentar a ambição, garantindo 45% de energias renováveis em nossa matriz energética e aumentando a participação de bionergia sustentável em nossa matriz para aproximadamente 18% até 2030, expandindo o consumo de biocombustível, melhorando o suprimento de etanol e utilizando biocombustíveis avançados de segunda geração, além de aumentar a participação do biodiesel na mistura do diesel.;Temos uma das matrizes energéticas mais limpas do mundo, mas nos comprometemos a aumentar a ambição, garantindo 45% de energias renováveis em nossa matriz energética e aumentando a participação de bionergia sustentável em nossa matriz para aproximadamente 18% até 2030, expandindo o consumo de biocombustível, melhorando o suprimento de etanol e utilizando biocombustíveis avançados de segunda geração, além de aumentar a participação do biodiesel na mistura do diesel.
Energia e combustível;COP22;2016;Marraquexe, Marrocos;José Sarney Filho, Ministro do Meio Ambiente;Nesse contexto, o Brasil, em parceria com um número significativo de países, está lançando hoje, aqui na COP22, a Plataforma Biofuturo para promover o uso de biocombustíveis avançados como uma estratégia eficaz para enfrentar a mudança do clima.;Nesse contexto, o Brasil, em parceria com um número significativo de países, está lançando hoje, aqui na COP22, a Plataforma Biofuturo para promover o uso de biocombustíveis avançados como uma estratégia eficaz para enfrentar a mudança do clima.
Energia e combustível;COP21;2015;Paris, França;Dilma Rousseff, Presidenta;Além disso todas a fontes de energia renováveis terão sua participação em nossa matriz energética ampliada até alcançar, em 2030, 45%.;Nosso desafio é restaurar e reflorestar 12 milhões de hectares de florestas e outros 15 milhões de hectares de pastagens degradadas. Além disso todas a fontes de energia renováveis terão sua participação em nossa matriz energética ampliada até alcançar, em 2030, 45%.
Energia e combustível;COP23;2017;Bonn, Alemanhã;José Sarney Filho, Ministro do Meio Ambiente;No setor de energia, além de intensificar o uso de biocombustíveis, vamos ampliar os leilões de fontes renováveis para geração elétrica. Estamos também trabalhando para aumentar a eficiência energética no consumo de eletricidade.;Estamos elaborando a estratégia nacional de implementação e financiamento da nossa contribuição, em consulta com a sociedade, o setor privado e os órgãos governamentais relevantes para o tema. Antecipo ações que estamos adotando e cito algumas das que já estão sendo realizadas: No setor de energia, além de intensificar o uso de biocombustíveis, vamos ampliar os leilões de fontes renováveis para geração elétrica. Estamos também trabalhando para aumentar a eficiência energética no consumo de eletricidade.
Energia e combustível;COP24;2018;Katowice, Polônia;Edson Duarte, Ministro do Meio Ambiente;Na área de transportes, o programa Renovabio tem o objetivo de incrementar o uso dos biocombustíveis, que já atendem a quase metade da demanda de combustíveis para automóveis e a cerca de 10% de veículos pesados.;O programa de Agricultura de Baixo Carbono, por exemplo, já investiu mais de 10 bilhões de reais (cerca de 3 bilhões de dólares) em técnicas agropecuárias alinhadas com a conservação da natureza. Na área de transportes, o programa Renovabio tem o objetivo de incrementar o uso dos biocombustíveis, que já atendem a quase metade da demanda de combustíveis para automóveis e a cerca de 10% de veículos pesados.
Energia e combustível;COP24;2018;Katowice, Polônia;Edson Duarte, Ministro do Meio Ambiente;Estamos nos distanciando de padrões de produção e consumo insustentáveis e encontrando processos equilibrados para responder à crescente demanda por alimentos e energia sustentáveis.;Estamos nos distanciando de padrões de produção e consumo insustentáveis e encontrando processos equilibrados para responder à crescente demanda por alimentos e energia sustentáveis.
Energia e combustível;COP24;2018;Katowice, Polônia;Edson Duarte, Ministro do Meio Ambiente;Temos uma das matrizes energéticas mais limpas do mundo e nos comprometemos, na nossa NDC, a torná-la ainda mais limpa. Hoje, ela é composta por 43% de energias renováveis, muito próximo do compromisso assumido de 45% até 2030.;Temos uma das matrizes energéticas mais limpas do mundo e nos comprometemos, na nossa NDC, a torná-la ainda mais limpa. Hoje, ela é composta por 43% de energias renováveis, muito próximo do compromisso assumido de 45% até 2030.
Energia e combustível;COP24;2018;Katowice, Polônia;Edson Duarte, Ministro do Meio Ambiente;A geração de energia eólica cresceu 27% em 2017 e contribuiu para a participação de renováveis atingir a marca de 80% da matriz elétrica.;A geração de energia eólica cresceu 27% em 2017 e contribuiu para a participação de renováveis atingir a marca de 80% da matriz elétrica.
Energia e combustível;COP25;2019;Madri, Espanha;Ricardo Salles, Ministro do Meio Ambiente;Um país que desenvolveu o biocombustível base de etanol, fonte renovável de energia, substituindo os combustíveis fósseis amplamente utilizados nos países ricos. 84% de nossa rede elétrica é abastecida por fontes renováveis de energia (biomassa, eólica, solar e hidrelétrica), enquanto muitos outros países que ainda são altamente dependentes em carvão, que abastece seus simbólicos carros elétricos.;Um país que desenvolveu o biocombustível base de etanol, fonte renovável de energia, substituindo os combustíveis fósseis amplamente utilizados nos países ricos. 84% de nossa rede elétrica é abastecida por fontes renováveis de energia (biomassa, eólica, solar e hidrelétrica), enquanto muitos outros países que ainda são altamente dependentes em carvão, que abastece seus simbólicos carros elétricos.
Energia e combustível;COP26;2021;Glasgow, Escócia;Joaquim Leite, Ministro do Meio Ambiente;(...) temos o maior programa operacional do mundo de biocombustíveis, nossas energias renováveis contribuem com 84% da nossa matriz elétrica, gerando o recorde de empregos em solar e eólica (...);"Nossa agricultura de baixo carbono já restaurou quase 28 milhões de hectares de pastagens degradadas; temos 16 milhões de hectares de florestas nativas em recuperação; temos o maior programa operacional do mundo de biocombustíveis, nossas energias renováveis contribuem com 84% da nossa matriz elétrica, gerando o recorde de empregos em solar e eólica; e nosso programa de gestão de resíduos sólidos já reduziu em 20% o número de lixões a céu aberto."
Eventos climáticos;COP20;2014;Lima, Peru;Izabella Teixeira, Ministra do Meio Ambiente;Temos enfrentado secas no Nordeste, chuvas e inundações no Sul e no Sudeste do País. O fenômeno El Niño nos tem golpeado com força.;Senhor Presidente, o problema da mudança do clima não é alheio aos brasileiros. Temos enfrentado secas no Nordeste, chuvas e inundações no Sul e no Sudeste do País. O fenômeno El Niño nos tem golpeado com força.
Eventos climáticos;COP20;2014;Lima, Peru;Izabella Teixeira, Ministra do Meio Ambiente;A ação irresponsável de uma empresa provocou recentemente o maior desastre ambiental da história do Brasil na grande bacia hidrográfica do Rio Doce.;A ação irresponsável de uma empresa provocou recentemente o maior desastre ambiental da história do Brasil na grande bacia hidrográfica do Rio Doce. Estamos reagindo a um desastre por medida de redução de danos, apoio as populações atingidas, prevenção de novas ocorrências e também punindo severamente os responsáveis por essa tragédia.
Eventos climáticos;COP11;2005;Montreal, Canada;Marina Silva, Ministra do Meio Ambiente;Tampouco podemos nos dar ao luxo de aguardar por novas catástrofes naturais, que cada vez mais atingem de maneira igual países ricos e pobres, mas sempre sacrificando de maneira mais perversa as populações mais pobres desses países.;Tampouco podemos nos dar ao luxo de aguardar por novas catástrofes naturais, que cada vez mais atingem de maneira igual países ricos e pobres, mas sempre sacrificando de maneira mais perversa as populações mais pobres desses países.
Financiamento;COP15;2009;Copenhague, Dinamarca;Luiz Inácio Lula da Silva, Presidente;Estamos dispostos a participar do financiamento se nós nos colocarmos de acordo numa proposta final, aqui neste encontro.;O que nós precisamos... e vou dizer, de público, uma coisa que eu não disse ainda no meu país, não disse à minha bancada e não disse ao meu Congresso: se for necessário fazer um sacrifício a mais, o Brasil está disposto a colocar dinheiro também para ajudar os outros países. Estamos dispostos a participar do financiamento se nós nos colocarmos de acordo numa proposta final, aqui neste encontro.
Financiamento;COP18;2012;Doha, Catar;Izabella Teixeira, Ministra do Meio Ambiente;Acreditamos que o Fundo Amazônia é também um instrumento com bom potencial de promoção da cooperação sul-sul, e um exemplo disso é o apoio acordado no valor de U$ 20 milhões para ações de monitoramento do desmatamento nos Países Membros da Organização do Tratado de Cooperação Amazônica (OTCA).;Acreditamos que o Fundo Amazônia é também um instrumento com bom potencial de promoção da cooperação sul-sul, e um exemplo disso é o apoio acordado no valor de U$ 20 milhões para ações de monitoramento do desmatamento nos Países Membros da Organização do Tratado de Cooperação Amazônica (OTCA).
Financiamento;COP18;2012;Doha, Catar;Izabella Teixeira, Ministra do Meio Ambiente;O Brasil espera que o Fundo Amazônia continue a receber novas e adicionais contribuições financeiras, condizentes com os esforços de mitigação realizados com sucesso pelo País (...);O Brasil espera que o Fundo Amazônia continue a receber novas e adicionais contribuições financeiras, condizentes com os esforços de mitigação realizados com sucesso pelo País, que podem dar o apoio valoroso à implementação do desenvolvimento sustentável por meio de iniciativas realizadas no terreno do bioma amazônico, outros biomas brasileiros e países tropicais.
Financiamento;COP18;2012;Doha, Catar;Izabella Teixeira, Ministra do Meio Ambiente;Esse esforço nacional não elimina nem minimiza a necessidade de que a fonte dos financiamentos que apoiam as ações de países em desenvolvimento na área de mudança climática sejam os mecanismos de ajuda oficiais de países desenvolvidos.;Esse esforço nacional não elimina nem minimiza a necessidade de que a fonte dos financiamentos que apoiam as ações de países em desenvolvimento na área de mudança climática sejam os mecanismos de ajuda oficiais de países desenvolvidos.
Financiamento;COP19;2013;Varsóvia, Polônia;Izabella Teixeira, Ministra do Meio Ambiente;O Brasil está confiante de que a decisão de se estabelecer uma arquitetura permanente e mais coordenada para o financiamento de REDD+ e resultados baseados em pagamentos está ao nosso alcance durante esta COP.;O Brasil está confiante de que a decisão de se estabelecer uma arquitetura permanente e mais coordenada para o financiamento de REDD+ e resultados baseados em pagamentos está ao nosso alcance durante esta COP. Diversas iniciativas como esta, de oferecer o apoio necessário aos países em desenvolvimento em seus esforços de mitigar suas emissões, e, especialmente adaptarem-se à mudança do clima, estão prontas para serem implementadas.
Financiamento;COP20;2014;Lima, Peru;Izabella Teixeira, Ministra do Meio Ambiente;Em Varsóvia, as Partes aprovaram um quadro sólido de pagamentos por resultados para atividades de REDD+ e um mecanismo para abordar as perdas causadas por impactos negativos das mudanças do clima.;Em Varsóvia, as Partes aprovaram um quadro sólido de pagamentos por resultados para atividades de REDD+ e um mecanismo para abordar as perdas causadas por impactos negativos das mudanças do clima. Em Lima, devemos pavimentar o caminho para um acordo vinculante igualitário, ambicioso e efetivo nos termos da Convenção, aplicável a todas as partes, a ser adotado em Paris no ano que vem.
Financiamento;COP20;2014;Lima, Peru;Izabella Teixeira, Ministra do Meio Ambiente;O Brasil propõe, de acordo com o fluxo de trabalho 2, o reconhecimento do valor social e econômico intrínseco de atividades de mitigação, a fim de traduzir os resultados de ações prévias e adicionais em unidades de valor financeiro conversível que possam ser usadas para apoiar outros investimentos sustentáveis e assim estabelecer um processo com prognóstico positivo.;O Brasil propõe, de acordo com o fluxo de trabalho 2, o reconhecimento do valor social e econômico intrínseco de atividades de mitigação, a fim de traduzir os resultados de ações prévias e adicionais em unidades de valor financeiro conversível que possam ser usadas para apoiar outros investimentos sustentáveis e assim estabelecer um processo com prognóstico positivo. Esta é outra proposta concreta que esperamos poder contribuir para o estreitamento da brecha de ambição antes de 2020 e apoiar mais iniciativas ambiciosas após esse prazo.
Financiamento;COP22;2016;Marraquexe, Marrocos;José Sarney Filho, Ministro do Meio Ambiente;Com instrumentos financeiros e de investimento adequados, pretendemos atingir os nossos objetivos antes dos prazos estabelecidos e faremos os maiores esforços para ir além do que nos comprometemos na NDC.;Estamos preparados para cumprir nossos compromissos e todo apoio internacional para nos ajudar a alcançá-los será muito bem-vindo. Com instrumentos financeiros e de investimento adequados, pretendemos atingir os nossos objetivos antes dos prazos estabelecidos e faremos os maiores esforços para ir além do que nos comprometemos na NDC.
Financiamento;COP22;2016;Marraquexe, Marrocos;José Sarney Filho, Ministro do Meio Ambiente;A prestação de pagamentos adequados baseados em resultados em REDD+ será fundamental para a continuação de boas práticas e a ampliação das metas. Pretendemos passar de fonte de carbono para sumidouro de carbono com o apoio de fontes de financiamento e parcerias públicas e privadas, tradicionais e inovadoras, tanto no nível nacional como internacional.;A prestação de pagamentos adequados baseados em resultados em REDD+ será fundamental para a continuação de boas práticas e a ampliação das metas. Pretendemos passar de fonte de carbono para sumidouro de carbono com o apoio de fontes de financiamento e parcerias públicas e privadas, tradicionais e inovadoras, tanto no nível nacional como internacional.
Financiamento;COP25;2019;Madri, Espanha;Ricardo Salles, Ministro do Meio Ambiente;Muitas lacunas estão sendo deixadas para trás, tanto no que diz respeito à mitigação quanto ao financiamento (...);A conclusão da avaliação pré-2020 é crucial. Muitas lacunas estão sendo deixadas para trás, tanto no que diz respeito à mitigação quanto ao financiamento, temas que devem ser equacionados, principalmente pelos países que têm responsabilidades históricas pelas emissões globais e pelo desmatamento nos séculos anteriores.
Financiamento;COP25;2019;Madri, Espanha;Ricardo Salles, Ministro do Meio Ambiente;Em termos de financiamento, tanto para mitigação quanto para adaptação, precisamos atentar para os países em situação mais delicada. Atualmente, o fundo de adaptação tem meros cem milhões de dólares, provavelmente menos do que o custo relacionado às despesas para organizar tantas COPs. Precisamos ir além de palavras bonitas e fornecer os recursos que possam atender efetivamente às necessidades dos países em desenvolvimento.;Em termos de financiamento, tanto para mitigação quanto para adaptação, precisamos atentar para os países em situação mais delicada. Atualmente, o fundo de adaptação tem meros cem milhões de dólares, provavelmente menos do que o custo relacionado às despesas para organizar tantas COPs. Precisamos ir além de palavras bonitas e fornecer os recursos que possam atender efetivamente às necessidades dos países em desenvolvimento.
Financiamento;COP26;2021;Glasgow, Escócia;Joaquim Leite, Ministro do Meio Ambiente;É importante que os países desenvolvidos reconheçam a emergência financeira e mobilizem os recursos necessários para atingir os objetivos desejados nesta conferência. A meta dos 100 bilhões de dólares não foi cumprida, e este valor já não é mais suficiente para que o mundo construa uma nova economia verde com uma transição responsável.;É importante que os países desenvolvidos reconheçam a emergência financeira e mobilizem os recursos necessários para atingir os objetivos desejados nesta conferência. A meta dos 100 bilhões de dólares não foi cumprida, e este valor já não é mais suficiente para que o mundo construa uma nova economia verde com uma transição responsável. São necessários volumes mais ambiciosos, de fácil acesso e execução ágil, para que a transformação ocorra de forma inclusiva em cada território ao redor do mundo, prioritariamente em regiões mais vulneráveis em relação a clima e desenvolvimento econômico.
Financiamento;COP26;2021;Glasgow, Escócia;Joaquim Leite, Ministro do Meio Ambiente;Os países que histórica e atualmente são os responsáveis pelos maiores volumes de poluição da atmosfera devem demonstrar suas efetivas ambições de financiamento nesta conferência (...);Os países que histórica e atualmente são os responsáveis pelos maiores volumes de poluição da atmosfera devem demonstrar suas efetivas ambições de financiamento nesta conferência, sem postergar ainda mais um compromisso assumido em 2015 e até o momento não realizado em sua plenitude.
Fiscalização e Monitoramento;COP17;2011;Durban, África do Sul;Izabella Teixeira, Ministra do Meio Ambiente;Nesse sentido, em 2011, iniciou-se a implementação do Sistema Nacional de Alerta e Prevenção de Desastres Naturais, ferramenta fundamental para proteger vidas e ecossistemas frente aos eventos climáticos extremos que já atingem o país.;Nesse sentido, em 2011, iniciou-se a implementação do Sistema Nacional de Alerta e Prevenção de Desastres Naturais, ferramenta fundamental para proteger vidas e ecossistemas frente aos eventos climáticos extremos que já atingem o país.
Fiscalização e Monitoramento;COP15;2009;Copenhague, Dinamarca;Luiz Inácio Lula da Silva, Presidente;(...) não podem adentrar a soberania dos países – cada país tem que ter a competência de se autofiscalizar – e, ao mesmo tempo, que o dinheiro seja colocado para os países efetivamente mais pobres.;Segundo, que a gente possa fazer um documento político para servir de base de guarda-chuva, também é possível fazer, se a gente entender três coisas: primeiro, Quioto, Convenção-Quadro, MRV, não podem adentrar a soberania dos países – cada país tem que ter a competência de se autofiscalizar – e, ao mesmo tempo, que o dinheiro seja colocado para os países efetivamente mais pobres.
Fiscalização e Monitoramento;COP17;2011;Durban, África do Sul;Izabella Teixeira, Ministra do Meio Ambiente;Nesse sentido, em 2011, iniciou-se a implementação do Sistema Nacional de Alerta e Prevenção de Desastres Naturais, ferramenta fundamental para proteger vidas e ecossistemas frente aos eventos climáticos extremos que já atingem o país.;Nesse sentido, em 2011, iniciou-se a implementação do Sistema Nacional de Alerta e Prevenção de Desastres Naturais, ferramenta fundamental para proteger vidas e ecossistemas frente aos eventos climáticos extremos que já atingem o país.
Fiscalização e Monitoramento;COP20;2014;Lima, Peru;Izabella Teixeira, Ministra do Meio Ambiente;Nossos sistemas de monitoramento por satélite indicam que 23% de áreas historicamente desmatadas na região da Amazônia brasileira estão se regenerando.;Nossos sistemas de monitoramento por satélite indicam que 23% de áreas historicamente desmatadas na região da Amazônia brasileira estão se regenerando. Essas áreas em regeneração representam duas vezes e meia a área total desmatada entre 2008 e 2012.
Fiscalização e Monitoramento;COP20;2014;Lima, Peru;Izabella Teixeira, Ministra do Meio Ambiente;O Brasil está cooperando com seus vizinhos amazônicos a fim de fortalecer as capacidades nacionais de monitoramento e combate ao desmatamento e está trabalhando para construir iniciativas de cooperação similares às da cooperação Sul-Sul com países da Bacia do Congo.;Nossa ambição e determinação de combater ativamente as mudanças climáticas ultrapassam nossas fronteiras. O Brasil está cooperando com seus vizinhos amazônicos a fim de fortalecer as capacidades nacionais de monitoramento e combate ao desmatamento e está trabalhando para construir iniciativas de cooperação similares às da cooperação Sul-Sul com países da Bacia do Congo.
Fiscalização e Monitoramento;COP22;2016;Marraquexe, Marrocos;José Sarney Filho, Ministro do Meio Ambiente;Estamos também empenhados em trabalhar para melhorar os sistemas de gestão florestal sustentável, por meio de georreferenciamento e sistemas de rastreamento que ajudam a identificar e controlar atividades ilegais e insustentáveis.;Estamos também empenhados em trabalhar para melhorar os sistemas de gestão florestal sustentável, por meio de georreferenciamento e sistemas de rastreamento que ajudam a identificar e controlar atividades ilegais e insustentáveis.
Fiscalização e Monitoramento;COP24;2018;Katowice, Polônia;Edson Duarte, Ministro do Meio Ambiente;Em outro importante bioma brasileiro, o Cerrado, a redução na taxa de desmatamento em 2018 foi a menor já registrada desde o início do monitoramento, há 18 anos.;Em outro importante bioma brasileiro, o Cerrado, a redução na taxa de desmatamento em 2018 foi a menor já registrada desde o início do monitoramento, há 18 anos.
Fiscalização e Monitoramento;COP26;2021;Glasgow, Escócia;Joaquim Leite, Ministro do Meio Ambiente;O Ministério da Defesa, recentemente, lançou um inovador e ainda mais preciso sistema de monitoramento da floresta.;Para conter o desmatamento ilegal na Amazônia, o Governo Federal dobrou os recursos destinados às agências ambientais federais e promoveu a abertura de concursos para 739 novos agentes ambientais. Além disso, o Ministério da Justiça intensificou as ações de comando e controle, com 700 homens da Força Nacional em campo, que atuam em 23 municípios de forma ostensiva e permanente. O Ministério da Defesa, recentemente, lançou um inovador e ainda mais preciso sistema de monitoramento da floresta.
Fiscalização e Monitoramento;COP13;2007;Bali, Indonésia;Celso Amorim, Ministro de Relações Exteriores;O Brasil, por seu lado, está pronto a aprimorar suas políticas e programas para reduzir emissões, de uma forma que seja mensurável, verificável e aberta à uma revisão universal periódica. Convidamos outras nações em desenvolvimento, em condição de fazê-lo, a seguir o mesmo caminho.;O Brasil, por seu lado, está pronto a aprimorar suas políticas e programas para reduzir emissões, de uma forma que seja mensurável, verificável e aberta à uma revisão universal periódica. Convidamos outras nações em desenvolvimento, em condição de fazê-lo, a seguir o mesmo caminho.
Fundo Amazônia;COP16;2010;Cancún, México;Izabella Teixeira, Ministra do Meio Ambiente;Junto com o Fundo Amazônia e o Fundo de Mudanças Climáticas, este decreto estabelece um novo marco na implementação dos princípios da UNFCCC no Brasil.;Junto com o Fundo Amazônia e o Fundo de Mudanças Climáticas, este decreto estabelece um novo marco na implementação dos princípios da UNFCCC no Brasil.
Fundo Amazônia;COP17;2011;Durban, África do Sul;Izabella Teixeira, Ministra do Meio Ambiente;A Política Nacional sobre Mudança do Clima também prevê iniciativas específicas de financiamento, ambas já em curso: o Fundo Amazônia e o Fundo Clima.;Tenho a satisfação de anunciar que hoje o Presidente Lula assinou um decreto de extrema importância. Ele estabelece 2020 como cenário de referência das emissões nacionais, estabelecendo assim a meta voluntária absoluta do Brasil para aquele ano. Ele também determina que o Brasil publique uma estimativa anual de suas emissões de gases de efeito estufa.A Política Nacional sobre Mudança do Clima também prevê iniciativas específicas de financiamento, ambas já em curso: o Fundo Amazônia e o Fundo Clima.
Fundo Amazônia;COP17;2011;Durban, África do Sul;Izabella Teixeira, Ministra do Meio Ambiente;O Fundo Amazônia é constituído a partir de doações baseadas nos resultados obtidos pelo Brasil na redução do desmatamento na Amazônia.;O Fundo Amazônia é constituído a partir de doações baseadas nos resultados obtidos pelo Brasil na redução do desmatamento na Amazônia. Conta hoje com pouco mais de 1 bilhão de dólares comprometidos para investimento até 2015, fruto de doações privadas e de governos estrangeiros, dentre os quais destaco a Noruega.
Fundo Amazônia;COP18;2012;Doha, Catar;Izabella Teixeira, Ministra do Meio Ambiente;Para além dos planos e ações mencionadas, o governo brasileiro desenvolveu outros instrumentos nacionais, como o Fundo Clima e o Fundo Amazônia (...);Para além dos planos e ações mencionadas, o governo brasileiro desenvolveu outros instrumentos nacionais, como o Fundo Clima e o Fundo Amazônia, dedicados ao financiamento de atividades e projetos que contribuam efetivamente para a implementação de uma agenda de mitigação e adaptação no país.
Fundo Amazônia;COP18;2012;Doha, Catar;Izabella Teixeira, Ministra do Meio Ambiente;O Fundo Amazônia, em operação desde 2008, possui atualmente 47 projetos em análise em sua carteira (...);O Fundo Amazônia, em operação desde 2008, possui atualmente 47 projetos em análise em sua carteira, com possibilidade de aprovação ainda em 2012, totalizando cerca de R$ 685 milhões, o equivalente a mais de US$340 milhões, mais que os US$130 milhões movimentados ano passado.
Fundo Amazônia;COP18;2012;Doha, Catar;Izabella Teixeira, Ministra do Meio Ambiente;Acreditamos que o Fundo Amazônia é também um instrumento com bom potencial de promoção da cooperação sul-sul (...);Acreditamos que o Fundo Amazônia é também um instrumento com bom potencial de promoção da cooperação sul-sul, e um exemplo disso é o apoio acordado no valor de U$ 20 milhões para ações de monitoramento do desmatamento nos Países Membros da Organização do Tratado de Cooperação Amazônica (OTCA).
Fundo Amazônia;COP18;2012;Doha, Catar;Izabella Teixeira, Ministra do Meio Ambiente;O Brasil espera que o Fundo Amazônia continue a receber novas e adicionais contribuições financeiras (...);O Brasil espera que o Fundo Amazônia continue a receber novas e adicionais contribuições financeiras, condizentes com os esforços de mitigação realizados com sucesso pelo País, que podem dar o apoio valoroso à implementação do desenvolvimento sustentável por meio de iniciativas realizadas no terreno do bioma amazônico, outros biomas brasileiros e países tropicais.
Fundo Verde;COP17;2011;Durban, África do Sul;Izabella Teixeira, Ministra do Meio Ambiente;"(...) o programa de trabalho sobre medidas de resposta; e o Fundo Verde para o Clima.";"Além de adotar o segundo período de cumprimento, devemos também operacionalizar as instituições acordadas em Cancun, incluindo o Comitê de Adaptação; o Centro e Rede de Tecnologia para o Clima; o registro de ações de mitigação nacionalmente adequadas, acompanhadas de apoio internacional; o programa de trabalho sobre medidas de resposta; e o Fundo Verde para o Clima."
Fundo Verde;COP22;2016;Marraquexe, Marrocos;José Sarney Filho, Ministro do Meio Ambiente;Devemos também envidar esforços para aumentar o Fundo Verde para o Clima, de modo a poder cumprir o seu papel-chave na prestação de pagamentos baseados em resultados.;Devemos também envidar esforços para aumentar o Fundo Verde para o Clima, de modo a poder cumprir o seu papel-chave na prestação de pagamentos baseados em resultados.
Mapa do Caminho de Bali;COP13;2007;Bali, Indonésia;Celso Amorim, Ministro de Relações Exteriores;Necessitamos chegar a um acordo sobre o Mapa do Caminho, com vistas a um esforço abrangente e global baseado na Convenção e no Protocolo de Quioto, que leve adiante a abordagem de dois trilhos acordada em Montreal, em 2005. O Mapa do Caminho de Bali deve estabelecer marcos claros para negociar o futuro do regime até 2009, baseado nos quatro pilares de mitigação, adaptação, financiamento e tecnologia.;Necessitamos chegar a um acordo sobre o Mapa do Caminho, com vistas a um esforço abrangente e global baseado na Convenção e no Protocolo de Quioto, que leve adiante a abordagem de dois trilhos acordada em Montreal, em 2005. O Mapa do Caminho de Bali deve estabelecer marcos claros para negociar o futuro do regime até 2009, baseado nos quatro pilares de mitigação, adaptação, financiamento e tecnologia.
